标题,小区名,房屋详情,关注人数/发布时间,总价,单价,经度,纬度,格式化地址,地址级别
幸福里大三房 好楼层 前排无遮挡 看房预约,华润幸福里 ,3室1厅 | 115.32平米 | 南 北 | 其他 | 中楼层(共26层)  | 塔楼,2人关注 / 1个月以前发布,212万,"18,384元/平",118.888859,32.130680,江苏省南京市栖霞区华润幸福里,住宅区
近地铁 次新房 23年交付小区 华侨城物业 小区环境好,燕熙台B区 ,3室2厅 | 105.58平米 | 南 北 | 其他 | 高楼层(共28层)  | 板楼,0人关注 / 6个月以前发布,298万,"28,226元/平",118.837377,32.138880,江苏省南京市栖霞区燕熙台(南门),兴趣点
万科新都荟，精装三房，拎包入住，业主诚售！,万科新都荟 ,3室1厅 | 90.54平米 | 南 | 其他 | 低楼层(共30层)  | 板楼,1人关注 / 6个月以前发布,279万,"30,816元/平",,,,
世茂璀璨睿湾 次新房  精装修  河西南岸,世茂璀璨睿湾 ,3室2厅 | 117.74平米 | 东南 南 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,280万,"23,782元/平",118.704820,31.950767,江苏省南京市雨花台区世茂·璀璨睿湾,住宅区
恒大 前排精装三房 家具设施全留 全南户型采光好满二,恒大金碧天下天鸿苑 ,3室2厅 | 105.88平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,48.7万,"4,600元/平",119.065631,31.700552,江苏省南京市溧水区恒大金碧天下天鸿苑,住宅区
典雅大厦 2室1厅 北,典雅大厦 ,2室1厅 | 71.46平米 | 北 | 其他 | 中楼层(共22层)  | 塔楼,1人关注 / 6天以前发布,290万,"40,583元/平",118.738108,32.040169,江苏省南京市鼓楼区典雅大厦,兴趣点
大光路 解放路 17 年 金基尚书里 复式 三恒科技,金基尚书里 ,4室1厅 | 182.99平米 | 南 | 其他 | 低楼层(共24层)  | 板楼,4人关注 / 27天以前发布,1350万,"73,775元/平",118.809318,32.026673,江苏省南京市秦淮区金基尚书里,住宅区
新上优质好房 景观楼层 出小区地铁口 景枫商圈1000米,百家湖西花园伦敦城 ,3室2厅 | 142.23平米 | 南 北 | 简装 | 中楼层(共15层)  | 板楼,3人关注 / 12天以前发布,298万,"20,952元/平",118.806073,31.931847,江苏省南京市江宁区百家湖西花园,住宅区
明发城市广场 小区中间 不考虑高架 通透户型 拎包入住,明发城市广场 ,3室1厅 | 93.84平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,0人关注 / 27天以前发布,169万,"18,010元/平",118.686197,32.104690,江苏省南京市浦口区明发·城市广场,住宅区
东升村 2室1厅 南,东升村 ,2室1厅 | 63.71平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 8天以前发布,168万,"26,370元/平",118.758704,32.023976,江苏省南京市建邺区东升村,村庄
白马澜山小三房 业主诚心出售 楼层好位置好 新空毛坯,旭辉银城白马澜山 ,3室1厅 | 86.32平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,2人关注 / 19天以前发布,190.9万,"22,116元/平",118.627745,32.074976,江苏省南京市浦口区旭辉银城·白马澜山,住宅区
户型方正，采光好，配套成熟，交通方便。,紫杨佳园 ,2室1厅 | 85.99平米 | 南 | 其他 | 高楼层(共21层)  | 板塔结合,0人关注 / 1个月以前发布,149万,"17,328元/平",118.853283,32.012833,江苏省南京市秦淮区紫杨佳园,住宅区
奥体万科金域缇香精装修两房南北通透,万科金域缇香 ,2室1厅 | 88.06平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,7人关注 / 1个月以前发布,440万,"49,966元/平",118.735127,31.992260,江苏省南京市建邺区万科·金域缇香,住宅区
文鼎雅苑 精装三房 楼层好 视野佳 看房随时,文鼎雅苑 ,3室2厅 | 108.54平米 | 南 北 | 简装 | 中楼层(共9层)  | 板楼,3人关注 / 7个月以前发布,195万,"17,966元/平",118.911415,31.909148,江苏省南京市江宁区文鼎雅苑,住宅区
山澜苑117平  三房2卫  通透开阔  房东诚心出售,山澜苑 ,3室1厅 | 117.46平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 17天以前发布,125万,"10,642元/平",118.695077,32.137446,江苏省南京市浦口区山澜苑,住宅区
新空 地铁口 中间楼层 采光好  视野棒 满两年 诚售,鲁能公馆 ,3室2厅 | 88.2平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,4人关注 / 1个月以前发布,366万,"41,497元/平",118.690488,31.963697,江苏省南京市建邺区秦新名邸,住宅区
70年产权 满二 采光好 低首付 中间楼层 楼龄新 地铁口,银龙鑫苑 ,2室1厅 | 73.73平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,2人关注 / 2个月以前发布,116万,"15,734元/平",118.866042,32.003810,江苏省南京市秦淮区银龙鑫苑,住宅区
三山街地铁口，近夫子庙，电梯两房，采光好，生活便利,玉带园 ,2室1厅 | 59.43平米 | 南 北 | 简装 | 中楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,145万,"24,399元/平",118.777655,32.024498,江苏省南京市秦淮区玉带园,住宅区
7号线 户型方正 采光好 中间楼层 看房方便,健园 ,3室1厅 | 105.22平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,248万,"23,570元/平",118.796624,32.059344,江苏省南京市,市
人车分流 一梯一户  飞机户型 三开间南,招商依山溪谷花园东苑 ,3室2厅 | 88.85平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,1人关注 / 1个月以前发布,185万,"20,822元/平",118.708900,32.184077,江苏省南京市浦口区招商依山溪谷,住宅区
南湖水西门集庆门一楼30多平朝南大院子,沿河四村 ,2室1厅 | 56.55平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,17人关注 / 11个月以前发布,149.8万,"26,490元/平",,,,
丁家庄 凤来南园 复式上下楼打通成套或分开出售,凤来南园 ,1室1厅 | 48.13平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,9人关注 / 9个月以前发布,67万,"13,921元/平",118.845316,32.115261,江苏省南京市栖霞区凤来南园,住宅区
园林小区 华府国际 满五年三房两卫复式 精装修中楼层,华府国际 ,3室2厅 | 97.38平米 | 南 北 | 其他 | 中楼层(共12层)  | 板楼,18人关注 / 一年前发布,154万,"15,815元/平",118.604335,32.074588,江苏省南京市浦口区华府国际,住宅区
精装修，采光充足，双地铁出行方便，环境好,世茂招商语山 ,3室2厅 | 87.57平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,13人关注 / 一年前发布,259万,"29,577元/平",,,,
江核江与城，低密度小高层，开发商精装修，新空未住,江与城 ,3室2厅 | 118.65平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,10人关注 / 一年前发布,360万,"30,342元/平",118.672456,32.076155,江苏省南京市浦口区江与城,住宅区
满两年 边户 看房有钥匙 诚心出售 南北户型 一梯两户,电建洺悦府南苑 ,3室2厅 | 79.49平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,2人关注 / 一年前发布,170万,"21,387元/平",118.851336,32.130882,江苏省南京市栖霞区电建洺悦府南苑,住宅区
14年房龄 16年入住 人车分流 装修细致 诚售可谈价,同曦青春水岸 ,3室1厅 | 100.33平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,14人关注 / 一年前发布,275万,"27,410元/平",118.816858,31.953320,江苏省南京市江宁区同曦青春水岸,住宅区
小区已翻新 未来六号线地铁口 中间楼层 采光无遮挡,月苑一村 ,2室1厅 | 65.21平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,138万,"21,163元/平",118.827686,32.100621,江苏省南京市玄武区月苑一村,住宅区
银龙花园二期 户型方正 2室1厅 采光好 业主诚心卖,银龙花园二期 ,2室1厅 | 54.8平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,86万,"15,694元/平",118.851010,32.001714,江苏省南京市秦淮区银龙花园二期,住宅区
鼓楼中海凤凰熙岸 精装修 南北通透 采光好,中海凤凰熙岸一期 ,4室2厅 | 172.34平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,4人关注 / 3个月以前发布,950万,"55,124元/平",118.754135,32.044237,江苏省南京市鼓楼区中海凤凰熙岸一期,住宅区
石埠湾简装2房 能直接住 总高11层 新交付 房龄新,石埠湾花园云霞居 ,2室2厅 | 70.17平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 2个月以前发布,48万,"6,841元/平",118.948912,32.160517,江苏省南京市栖霞区石埠湾,住宅区
上秦淮板块 银城地产物业 次新房 精装修 满二年,银城旭辉云台天境 ,3室2厅 | 88.85平米 | 南 | 其他 | 低楼层(共27层)  | 板塔结合,3人关注 / 2个月以前发布,194万,"21,835元/平",118.827322,31.856752,江苏省南京市江宁区银城旭辉·云台天境,住宅区
S6号宁句线 精装挑高两层 东边户采光好 满五年唯一,东郊小镇第八街区 ,2室1厅 | 46.51平米 | 西北 | 其他 | 中楼层(共9层)  | 板塔结合,6人关注 / 一年前发布,45万,"9,676元/平",,,,
江北新区 隧道口 龙湖江与城  精装未住,江与城 ,3室2厅 | 121平米 | 南 | 其他 | 中楼层(共17层)  | 板楼,15人关注 / 一年前发布,350万,"28,926元/平",118.672456,32.076155,江苏省南京市浦口区江与城,住宅区
纯边户 南北通透  采光好  视野好  无个税,中海国际社区一期 ,3室2厅 | 97.09平米 | 南 北 | 精装 | 低楼层(共29层)  | 塔楼,4人关注 / 一年前发布,190万,"19,570元/平",118.911503,32.027988,江苏省南京市江宁区中海国际社区一期,住宅区
南京南站旁 精装带燃气小户型 双地铁,左邻右里 ,1室1厅 | 48.52平米 | 东 北 | 其他 | 中楼层(共18层)  | 板楼,5人关注 / 一年前发布,110万,"22,672元/平",118.810901,31.957779,江苏省南京市江宁区左邻右里,住宅区
南京南站 万科物业 改善大三房 中间楼层  采光炸裂,万科九都荟 ,3室2厅 | 141.72平米 | 南 | 其他 | 中楼层(共15层)  | 暂无数据,51人关注 / 一年前发布,536万,"37,822元/平",118.806562,31.967247,江苏省南京市雨花台区万科·九都荟,住宅区
新玄武满五，无增值税，采光无遮挡,阳光嘉园 ,3室2厅 | 122.74平米 | 南 北 | 简装 | 低楼层(共11层)  | 板塔结合,15人关注 / 一年前发布,269万,"21,917元/平",118.819245,32.089679,江苏省南京市玄武区阳光嘉园,住宅区
满五年 小三房 简装 无贷款抵押 无户口,新城香溢紫郡雅苑 ,3室2厅 | 73.96平米 | 南 | 简装 | 低楼层(共34层)  | 板塔结合,12人关注 / 一年前发布,85万,"11,493元/平",118.698663,32.179964,江苏省南京市浦口区新城香溢紫郡雅苑,住宅区
中电五期洋房 上下跃层 精装修 诚心出售 有产权车位,颐和府邸B区 ,5室2厅 | 201.91平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,17人关注 / 一年前发布,680万,"33,679元/平",118.816410,32.099935,江苏省南京市栖霞区颐和府邸B区,住宅区
满五 南北通透 小区中间位置 诚意出售,翠屏清华园 ,3室2厅 | 131.8平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,10人关注 / 一年前发布,285万,"21,624元/平",118.780111,31.944724,江苏省南京市江宁区翠屏清华园,住宅区
此房是电梯中楼层，两房朝南的全明户型，采光无遮挡。,东城风景 ,1室1厅 | 66.54平米 | 南 | 其他 | 高楼层(共15层)  | 板塔结合,2人关注 / 一年前发布,106万,"15,931元/平",118.858952,31.954342,江苏省南京市江宁区东城风景,住宅区
次新房精装修交付 带地暖  小区环境优雅安静 万科物业,万科都荟天地E区 ,4室2厅 | 138.66平米 | 南 北 | 其他 | 中楼层(共34层)  | 板楼,8人关注 / 一年前发布,460万,"33,175元/平",118.809920,31.968949,江苏省南京市雨花台区都荟天地,兴趣点
户型透格局好采光充足无遮挡精装修小区中间不临街,淮海新村 ,2室1厅 | 58.84平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,5人关注 / 一年前发布,244万,"41,469元/平",118.789243,32.036906,江苏省南京市秦淮区淮海新村,村庄
此房满五年 配套成熟 有储藏室 业主诚心卖房,金箔路430号 ,3室2厅 | 120.87平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,149万,"12,328元/平",118.853258,31.947351,江苏省南京市江宁区金箔路430号,门址
永庆村小区 业主诚心  三楼 看房方便  Very good,永庆村小区 ,2室1厅 | 49.56平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,358万,"72,236元/平",118.775338,32.045619,江苏省南京市鼓楼区永庆村小区,住宅区
精装修交付 带地暖 带一圈阳台 小区环境优雅安静,万科新都荟 ,3室2厅 | 115.76平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,14人关注 / 一年前发布,388万,"33,518元/平",,,,
大门口，精装修，好楼层，有钥匙，诚心卖,天润城第十四街区 ,2室1厅 | 69.27平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,95万,"13,715元/平",118.751711,32.149912,江苏省南京市浦口区天润城第十四街区,住宅区
瑞金路 精装修 低总价两房 北房间不算面积 实际60平,尚书里 ,2室1厅 | 43.15平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,120万,"27,810元/平",118.809428,32.027334,江苏省南京市秦淮区尚书里,住宅区
精装修，双地铁，采光不挡，三开间朝南，江核唯一18层,江与城 ,3室2厅 | 133.59平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,14人关注 / 一年前发布,400万,"29,943元/平",118.672456,32.076155,江苏省南京市浦口区江与城,住宅区
次新小区 华润央企物业 南北通透 价格可谈 急售,华润幸福里 ,3室2厅 | 116.18平米 | 南 北 | 其他 | 中楼层(共26层)  | 塔楼,1人关注 / 一年前发布,220万,"18,937元/平",118.888859,32.130680,江苏省南京市栖霞区华润幸福里,住宅区
有电梯红庙双阳台 相府营 三房采光刺眼 珠江路 长江路,红庙小区 ,3室1厅 | 68.35平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,288万,"42,137元/平",118.790407,32.048012,江苏省南京市玄武区红庙小区,住宅区
户型好 采光佳 居家装修 交通购物方便 不占,演武新村 ,2室1厅 | 67.95平米 | 西南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,148万,"21,781元/平",118.801824,32.054251,江苏省南京市玄武区演武新村,村庄
12年小区 仁恒物业 开发商精装 满5年唯一  南北通透,仁恒江湾城二期 ,3室2厅 | 153.87平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,6人关注 / 4个月以前发布,799万,"51,927元/平",118.711141,31.997001,江苏省南京市建邺区仁恒江湾城,住宅区
奥体 仁恒江湾 三房两卫 高楼层 诚心出售 满五唯一,仁恒江湾城一期 ,3室2厅 | 144.42平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,7人关注 / 3个月以前发布,680万,"47,085元/平",118.711141,31.997001,江苏省南京市建邺区仁恒江湾城,住宅区
靠华新城元通地铁口仁恒江湾城三期满五年安静可观江景,仁恒江湾城三期 ,4室2厅 | 162.19平米 | 南 北 | 其他 | 高楼层(共30层)  | 板塔结合,16人关注 / 2个月以前发布,960万,"59,190元/平",118.711141,31.997001,江苏省南京市建邺区仁恒江湾城,住宅区
五矿复式 高楼层 采光好 动静分离,五矿崇文金城C区 ,3室2厅 | 100.76平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 3天以前发布,370万,"36,721元/平",118.696465,31.967275,江苏省南京市建邺区崇文金城c区,门址
位于小区中间位置，采光好，无遮挡，户型方正,尧辰景园 ,3室1厅 | 90.3平米 | 南 | 精装 | 高楼层(共26层)  | 暂无数据,2人关注 / 1个月以前发布,105万,"11,628元/平",118.880872,32.131283,江苏省南京市栖霞区尧辰景园,住宅区
户型好，电梯房，设施齐全，生活方便，交通便利,明秀香山苑 ,3室1厅 | 90平米 | 南 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 11天以前发布,79万,"8,778元/平",118.986196,32.144650,江苏省南京市栖霞区明秀香山苑,住宅区
尧化门 尧辰景园 简装 好房 出售,尧辰景园 ,2室1厅 | 67.66平米 | 南 | 其他 | 低楼层(共26层)  | 板塔结合,1人关注 / 3个月以前发布,67万,"9,903元/平",118.880872,32.131283,江苏省南京市栖霞区尧辰景园,住宅区
五矿崇文金城小三房  采光不挡  开发商装修  业主诚售,五矿崇文金城C区 ,3室2厅 | 90.21平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,18人关注 / 一年前发布,330万,"36,582元/平",118.696465,31.967275,江苏省南京市建邺区崇文金城c区,门址
房子满五唯一，诚心出售，看房方便，高楼层，采光足,万达茂御湖仕家一二期 ,2室1厅 | 80.2平米 | 南 北 | 简装 | 中楼层(共32层)  | 板楼,9人关注 / 5个月以前发布,169万,"21,073元/平",118.985410,32.122080,江苏省南京市栖霞区万达茂御湖仕家,村庄
奥南边 平治北苑大两房 采光好 精装修 诚心出售,平治北苑 ,2室1厅 | 74.36平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,6人关注 / 2个月以前发布,79.8万,"10,732元/平",118.699647,31.940471,江苏省南京市雨花台区平治北苑,住宅区
小市地铁口  中楼层 双南一北三房,汽轮四村 ,3室0厅 | 63.13平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,1人关注 / 27天以前发布,118万,"18,692元/平",118.782695,32.097085,江苏省南京市鼓楼区汽轮四村,村庄
